,inflation_yoy,industrial_growth_yoy,fed_funds_change_yoy,unemployment_change_yoy,ten_year_yield_change_yoy,recession_target
1964-07-01,1.0752688172043001,7.092693242315762,0.3999999999999999,-0.6999999999999993,0.16545454545454596,0.0
1964-08-01,0.9756097560975618,7.577300311385771,0.009999999999999787,-0.40000000000000036,0.19153679653679756,0.0
1964-09-01,1.171875,6.910065401648247,-0.029999999999999805,-0.40000000000000036,0.12630952380952376,0.0
1964-10-01,1.2032520325203189,4.705800969194751,-0.14000000000000012,-0.40000000000000036,0.08200828157349971,0.0
1964-11-01,1.3970110461338558,7.414667019314725,0.040000000000000036,-0.9000000000000004,0.03101307189542446,0.0
1964-12-01,1.1981865284974136,8.895374797164113,0.4700000000000002,-0.5,0.05097402597402567,0.0
1965-01-01,1.098901098901095,9.108574554143335,0.41999999999999993,-0.6999999999999993,0.02268181818181869,0.0
1965-02-01,1.1970236169524417,9.047205452914287,0.5,-0.3000000000000007,0.06555555555555515,0.0
1965-03-01,1.1958629605688387,10.490855216833417,0.6199999999999997,-0.7000000000000002,-0.00908902691511404,0.0
1965-04-01,1.3893376413570246,9.185349299291378,0.6199999999999997,-0.5,-0.028463203463203968,0.0
1965-05-01,1.6139444803098701,9.416372346749657,0.5999999999999996,-0.5,0.011499999999999844,0.0
1965-06-01,1.9348597226700903,9.952994999616415,0.5499999999999998,-0.6000000000000005,0.04318181818181799,0.0
1965-07-01,1.8052869116698789,10.261100314207216,0.6699999999999999,-0.5,0.018852813852813455,0.0
1965-08-01,1.6103059581320522,10.009361620110969,0.6200000000000001,-0.5999999999999996,0.05846320346320244,0.0
1965-09-01,1.737451737451745,9.880154307758238,0.5699999999999994,-0.7999999999999998,0.08666666666666689,0.0
1965-10-01,1.7030848329048665,12.546855549296554,0.7200000000000002,-0.8999999999999995,0.1614047619047616,0.0
1965-11-01,1.7302146747837144,9.62755336085701,0.5799999999999996,-0.7000000000000002,0.29616959064327464,0.0
1965-12-01,1.9200000000000106,9.694539175192428,0.4700000000000002,-1.0,0.43590909090909147,0.0
1966-01-01,1.9181585677749302,9.591562116594776,0.52,-0.9000000000000004,0.422880952380952,0.0
1966-02-01,2.5575447570332477,9.620471403426546,0.6199999999999997,-1.2999999999999998,0.6209941520467837,0.0
1966-03-01,2.7786649632705274,9.66913382158847,0.6100000000000003,-0.9000000000000004,0.6630434782608701,0.0
1966-04-01,2.8680688336520044,9.366967926460813,0.5800000000000001,-1.0,0.5461904761904766,0.0
1966-05-01,2.763659466327839,9.552314172669686,0.8000000000000007,-0.6999999999999997,0.5670714285714284,0.0
1966-06-01,2.4359379943056148,9.222982294233507,1.12,-0.7999999999999998,0.6013636363636357,0.0
1966-07-01,2.754908169727699,8.798773418624295,1.21,-0.6000000000000005,0.8132380952380949,0.0
1966-08-01,3.4865293185419866,8.424428245158477,1.4100000000000001,-0.6000000000000005,0.972075098814229,0.0
1966-09-01,3.5736875395319334,9.159650228749427,1.3800000000000008,-0.5999999999999996,0.8919047619047618,0.0
1966-10-01,3.791469194312813,8.818577003049421,1.4500000000000002,-0.5,0.6619999999999999,0.0
1966-11-01,3.5590551181102548,7.622109748780814,1.6600000000000001,-0.49999999999999956,0.7063157894736847,0.0
1966-12-01,3.3594976452119285,6.546645839284748,1.08,-0.20000000000000018,0.22740259740259727,0.0
1967-01-01,3.19949811794229,6.00807737912521,0.5200000000000005,-0.10000000000000009,-0.0333333333333341,0.0
1967-02-01,2.8678304239401653,4.130785791173297,0.40000000000000036,0.0,-0.20543859649122798,0.0
1967-03-01,2.5481665630826544,2.145608787733977,-0.1299999999999999,0.0,-0.3316600790513835,0.0
1967-04-01,2.5402726146220633,2.945611327733877,-0.6200000000000001,0.0,-0.15649999999999942,0.0
1967-05-01,2.3183925811437467,1.0855137446869279,-0.9600000000000004,-0.10000000000000009,0.06915584415584419,0.0
1967-06-01,2.8412600370598895,0.5987172004889629,-1.19,0.10000000000000009,0.20818181818181802,0.0
1967-07-01,2.9275808936825687,-0.17673150672272708,-1.5099999999999998,0.0,0.1410000000000009,0.0
1967-08-01,2.6033690658499253,1.6568702983924544,-1.6300000000000003,0.0,0.05130434782608795,0.0
1967-09-01,2.595419847328251,0.5540482976880146,-1.4100000000000001,0.09999999999999964,0.1196190476190484,0.0
1967-10-01,2.5875190258751957,0.6754454703417068,-1.6500000000000004,0.2999999999999998,0.4694523809523812,0.0
1967-11-01,3.10218978102188,2.823138586801144,-1.63,0.2999999999999998,0.5982368421052628,0.0
1967-12-01,3.280680437424044,3.6908578534837755,-0.8900000000000006,0.0,0.8561428571428564,0.0
1968-01-01,3.647416413373872,3.0929737402413116,-0.33000000000000007,-0.19999999999999973,0.9495887445887448,0.0
1968-02-01,3.6363636363636376,4.649179480553056,-0.29000000000000004,0.0,0.9370175438596489,0.0
1968-03-01,3.9393939393939315,5.571020988067876,0.5199999999999996,-0.09999999999999964,1.1981818181818182,0.0
1968-04-01,3.92749244712991,4.735980867266654,1.71,-0.2999999999999998,1.044999999999999,0.0
1968-05-01,4.229607250755274,6.843132048899303,2.18,-0.2999999999999998,1.0218181818181815,0.0
1968-06-01,4.2042042042042205,7.248928463192517,2.0900000000000003,-0.19999999999999973,0.6952727272727275,0.0
1968-07-01,4.491017964071853,7.3288281512167375,2.24,-0.09999999999999964,0.33645454545454534,0.0
1968-08-01,4.477611940298498,5.604898112114998,2.1300000000000003,-0.2999999999999998,0.14480237154150188,0.0
1968-09-01,4.464285714285721,6.17723404799746,1.79,-0.3999999999999999,0.15799999999999947,0.0
1968-10-01,4.7477744807121525,5.528905132956008,2.0300000000000002,-0.6000000000000001,0.10165631469979353,0.0
1968-11-01,4.424778761061954,5.38643118697224,1.6900000000000004,-0.5,-0.05738888888888827,0.0
1968-12-01,4.705882352941182,4.592942652172005,1.5099999999999998,-0.3999999999999999,0.3329047619047625,0.0
1969-01-01,4.692082111436946,5.338914207823331,1.6899999999999995,-0.30000000000000027,0.5131818181818177,1.0
1969-02-01,4.678362573099393,5.634579608501666,1.9000000000000004,-0.3999999999999999,0.6252631578947367,1.0
1969-03-01,5.247813411078739,6.131559368024853,1.7400000000000002,-0.30000000000000027,0.556,1.0
1969-04-01,5.523255813953476,5.588438542198726,1.6500000000000004,-0.10000000000000009,0.5348333333333333,1.0
1969-05-01,5.507246376811592,4.022203014423864,2.55,-0.10000000000000009,0.4537878787878791,1.0
1969-06-01,5.475504322766556,4.654179449916573,2.83,-0.20000000000000018,0.8562857142857148,1.0
1969-07-01,5.4441260744985565,5.368318913236836,2.579999999999999,-0.20000000000000018,1.2240692640692643,1.0
1969-08-01,5.428571428571427,5.316561168675826,3.1599999999999993,0.0,1.2709740259740263,1.0
1969-09-01,5.698005698005693,4.895649798904289,3.37,0.30000000000000027,1.699523809523809,1.0
1969-10-01,5.665722379603411,4.718382879560434,3.09,0.30000000000000027,1.5128458498023702,1.0
1969-11-01,5.932203389830515,2.4066315600629107,3.0299999999999994,0.10000000000000009,1.4480065359477123,1.0
1969-12-01,5.89887640449438,1.8102058474672056,2.950000000000001,0.10000000000000009,1.622186147186146,0.0
1970-01-01,6.162464985994376,-0.6757586927141013,2.6800000000000006,0.5,1.7529437229437237,0.0
1970-02-01,6.424581005586605,-1.372275514895549,2.37,0.8000000000000003,1.0493859649122808,0.0
1970-03-01,6.094182825484751,-2.2667525773195862,0.9699999999999998,1.0000000000000004,0.7768571428571427,0.0
1970-04-01,6.060606060606077,-2.1581952179795305,0.6899999999999995,1.1999999999999997,1.2175757575757578,0.0
1970-05-01,6.043956043956045,-1.9012700234477875,-0.7199999999999998,1.4,1.5828571428571427,0.0
1970-06-01,6.010928961748618,-3.1647783086552472,-1.29,1.4000000000000004,1.267532467532468,0.0
1970-07-01,5.7065217391304435,-3.436958818398328,-1.3999999999999995,1.5,0.7377489177489167,0.0
1970-08-01,5.691056910569103,-3.8300261596375784,-2.5699999999999994,1.5999999999999996,0.8357142857142845,0.0
1970-09-01,5.660377358490565,-4.471367269366944,-2.8600000000000003,1.7000000000000002,0.23000000000000131,0.0
1970-10-01,5.630026809651478,-6.409817992507383,-2.8,1.7999999999999998,0.2312121212121223,0.0
1970-11-01,5.600000000000005,-6.091333941333177,-3.25,2.4000000000000004,-0.30300653594771276,0.0
1970-12-01,5.570291777188308,-3.676159084098818,-4.07,2.5999999999999996,-1.2627272727272727,0.0
1971-01-01,5.277044854881274,-1.1040984555781286,-4.840000000000001,2.0000000000000004,-1.5562619047619046,0.0
